iso3,2018
AFG,0.585
ALB,0.125
DZA,0.25
AGO,0
ARG,0.6575
ARM,1
AUS,0
AUT,0.04
AZE,0.0825
BHS,NA
BHR,0
BGD,0
BLR,0.2075
BEL,0.0775
BEN,0.5
BTN,NA
BOL,0.585
BIH,NA
BWA,0
BRA,0.5675
BRN,0.25
BGR,0.33
BFA,0.25
BDI,1
CAF,0
KHM,NA
CMR,0.6675
CAN,0.125
TCD,0
CHL,0.25
CHN,0.0675
COL,0.25
COM,NA
COD,0
COG,0.25
CRI,0.5
CIV,0.25
HRV,NA
CUB,NA
CYP,NA
CZE,0.5825
DNK,0
DJI,NA
DOM,0.25
ECU,0
EGY,0.2925
SLV,0.5
GNQ,NA
ERI,0
EST,0.25
ETH,0
FJI,NA
FIN,0.0325
FRA,0.155
GAB,0
GMB,NA
GEO,0.375
DEU,0.0925
GHA,0.5825
GRC,0.3525
GTM,0.75
GIN,0
GNB,0
GUY,NA
HTI,0.75
HND,0.25
HKG,0
HUN,0
ISL,NA
IND,0.2875
IDN,0.7825
IRN,0.125
IRQ,NA
IRL,0
ISR,NA
ITA,0.33
JAM,NA
JPN,1
JOR,0
KAZ,0.5
KEN,0.085
KOR,NA
KWT,0.125
KGZ,NA
LAO,0.5
LVA,0.125
LBN,NA
LSO,0
LBR,0
LBY,NA
LTU,0
LUX,0.05
MKD,0.75
MDG,1
MWI,0.75
MYS,0.25
MDV,NA
MLI,0
MLT,0
MRT,0
MUS,0.1
MEX,0.25
MDA,NA
MNG,0
MNE,NA
MAR,0.05
MOZ,1
MMR,0.5875
NAM,0.125
NPL,1
NLD,0
NZL,0
NIC,NA
NER,NA
NGA,0.3475
NOR,0.75
OMN,0.3325
PAK,0.35
PAN,0
PNG,0
PRY,0.75
PER,0.5125
PHL,0.6875
POL,0.2075
PRT,0.305
QAT,0.25
ROU,0.57
RUS,0.5625
RWA,0.125
STP,0
SAU,0.26
SEN,0
SRB,0.4175
SLE,0
SGP,0.0425
SVK,NA
SVN,0
SLB,NA
SOM,NA
ZAF,0
ESP,0.175
LKA,0.75
SDN,0
SWE,0
CHE,0.05
SYR,0
TWN,0
TJK,NA
TZA,0.4175
THA,0.25
TLS,NA
TGO,0
TTO,NA
TUN,0.5325
TUR,0.2325
TKM,NA
UGA,0.5
UKR,NA
ARE,0.2825
GBR,0.39
USA,0
URY,0
UZB,0.25
VUT,NA
VEN,0.895
VNM,0.575
YEM,NA
ZMB,NA
ZWE,NA
